"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
9.1,4,0.4,-1.2,-1.6,0.1,-64.5,-23.7,-4.7
9.1,3.9,0.5,-1.1,-1.4,0.4,-64.9,-24,-3.5
9.1,3.9,0.5,0.6,-2.2,-0.6,-64.9,-24,-3.5
9.1,4,0.4,0.4,-1,-1.9,-65.2,-24.2,-5.5
9,3.9,0.4,-0.4,-1,-2.2,-65.2,-24.2,-5.5
9.1,3.8,0.5,0.7,-0.5,-2.8,-65.2,-24.7,-4.5
9.1,3.9,0.5,1.6,0.7,-2.8,-65.2,-24.7,-4.5
9.1,3.9,0.4,0.3,0.3,-1.9,-65.2,-24.2,-6
9.1,3.9,0.4,-0.4,0.3,-1.7,-65.2,-24.2,-6
9.1,3.8,0.4,-0.2,0.8,-1.4,-65.6,-24.7,-4.8
9.1,3.8,0.5,1,1.5,-1.6,-65.6,-24.7,-4.8
9,3.9,0.5,0.9,0.4,-1.1,-65.2,-25.1,-4.8
9,3.9,0.4,-1.3,-1.8,-0.9,-65.2,-25.1,-4.8
9.1,3.7,0.3,-1,-1.2,-0.7,-63.7,-24.7,-6.5
9.1,3.8,0.3,0.5,0.9,-0.6,-63.7,-24.7,-6.5
9,3.9,0.5,1.8,1.4,0.2,-64.1,-24.2,-6
9,3.9,0.5,0.2,-0.4,0.1,-64.1,-24.2,-6
9.1,3.9,0.5,-1.6,-2.1,0.6,-64.8,-24.2,-4.8
9.1,3.8,0.4,0.1,-0.9,0.9,-64.8,-24.2,-4.8
9.1,3.9,0.3,1.3,-0.2,0.6,-64.8,-24.2,-4.8
9.1,3.9,0.5,1.1,-0.6,0.6,-64,-24.7,-4.8
9.1,3.9,0.5,0.1,-1.4,0.9,-64,-24.7,-4.8
9.1,3.9,0.4,-1.9,-1.8,1.1,-65.1,-24.4,-6.5
9.1,3.9,0.3,-0.1,-0.9,0.6,-65.1,-24.4,-6.5
9.1,3.9,0.4,1.2,-0.9,0.4,-63.9,-24.2,-4.8
9.2,4,0.5,1,-0.4,0.5,-63.9,-24.2,-4.8
9.1,3.9,0.5,0.1,-1.5,0.9,-64.2,-25.1,-5.6
9.1,3.9,0.4,-0.8,-2.8,0.2,-64.2,-25.1,-5.6
9.2,3.8,0.4,0.5,-1.8,0.6,-64.7,-25.1,-5.2
9.1,3.9,0.4,0.8,-0.2,0.6,-64.7,-25.1,-5.2
9.1,3.9,0.4,-0.2,-0.4,1,-64.7,-24.2,-4.5
9.1,3.9,0.4,-1,-0.8,1.2,-64.7,-24.2,-4.5
9.1,3.9,0.4,-0.4,-0.2,1.1,-64.7,-24.2,-4.5
9.1,3.9,0.3,0.4,-0.2,0.8,-64.7,-24.2,-4.5
9.1,3.9,0.4,0.6,0.2,0.5,-64.7,-24.7,-6
9.1,3.9,0.4,0.3,0.6,1.1,-64.7,-24.7,-6
9.1,3.9,0.3,-0.8,-0.5,0.9,-65.4,-23.9,-5.2
9.1,3.9,0.3,-0.7,0.1,1.5,-65.4,-23.9,-5.2
9.1,3.9,0.3,-0.1,1.1,1.5,-65.4,-24.8,-5.4
9.1,3.9,0.3,0.4,0.4,1.1,-65.4,-24.8,-5.4
9.1,4,0.3,-0.2,-0.1,0.9,-65.4,-24.8,-5.4
9.1,3.9,0.3,-0.8,-0.2,0.9,-65.4,-24.8,-5.4
9.1,3.9,0.3,-1,-0.9,0.2,-65,-24.8,-5.4
9.1,3.9,0.3,0.3,0,0,-65,-24.8,-5.4
9,3.9,0.3,1,0.1,-0.4,-64.7,-24.8,-5.4
9.2,3.9,0.4,-0.6,-2,-0.4,-64.7,-24.8,-5.4
9.2,3.9,0.3,-1.5,-0.8,-0.4,-65.4,-25.2,-4.9
9.1,3.8,0.3,0.4,-0.8,-0.5,-65.4,-25.2,-4.9
9.1,3.9,0.3,1.2,-0.3,-0.9,-65.4,-25.2,-5.4
9.1,3.9,0.4,0.1,-0.1,-0.6,-65.4,-25.2,-5.4
9.1,3.9,0.4,-1.1,-0.9,0.1,-65,-24.8,-4.2
9.1,3.9,0.3,-1.4,-1,-0.1,-65,-24.8,-4.2
9.1,3.8,0.3,0.1,-0.6,-0.8,-65,-25.2,-5.4
9.2,3.9,0.3,0.6,-0.4,-1.1,-65,-25.2,-5.4
9.1,3.9,0.4,0.3,0.3,-0.8,-64.7,-24,-4.9
9.1,3.9,0.4,-0.2,-0.7,-0.6,-64.7,-24,-4.9
9.1,3.8,0.4,-0.9,-1.3,-0.7,-64.7,-24,-3.4
9.1,3.8,0.3,0.4,-0.8,-0.9,-64.7,-24,-3.4
9.2,3.8,0.4,1.8,-0.1,-0.9,-65.4,-25.2,-4.2
9.1,3.9,0.4,1,0.4,-0.8,-65.4,-25.2,-4.2
9.1,3.8,0.4,0.2,-0.1,-0.6,-65.4,-24.8,-4.9
9.1,3.7,0.4,0.1,-0.6,-0.5,-65.4,-24.8,-4.9
9.1,3.8,0.3,0.4,-0.7,-0.4,-65,-24.8,-3.7
9.1,3.8,0.3,0.9,0.1,0,-65,-24.8,-3.7
9.1,3.8,0.4,0.9,0.4,0.4,-65,-24.8,-5.7
9.1,3.9,0.3,-0.2,-0.1,0.9,-65,-24.8,-5.7
9.1,3.8,0.3,-0.8,-0.5,1.2,-64.2,-25.2,-4.6
9.1,3.9,0.3,-0.8,-0.4,0.9,-64.2,-25.2,-4.6
9.1,3.9,0.2,-0.9,-1.1,0.8,-65,-24.4,-4.9
9.2,3.9,0.3,-0.9,-0.9,0.8,-65,-24.4,-4.9
9.1,3.9,0.2,-1.1,-1.3,0.8,-65,-24.8,-5.7
9.1,3.9,0.3,-1.2,-1.6,0.3,-65,-24.8,-5.7
9,3.9,0.3,-0.4,-1.4,0,-64.7,-24.4,-4.2
9.1,4,0.3,-0.7,-2.9,-0.6,-64.7,-24.4,-4.2
9.2,3.9,0.3,-1.2,-2.1,-0.6,-64.7,-24.8,-4.6
9.1,3.9,0.4,-0.9,-1.4,-0.6,-64.7,-24.8,-4.6
9.2,3.9,0.3,-1.4,-1.9,-0.8,-65.4,-24.8,-5.2
9.2,3.8,0.4,-1.8,-1.6,-0.7,-65.4,-24.8,-5.2
9.1,3.8,0.4,-1.2,-1.3,-0.7,-64.9,-24.8,-4.9
9.2,3.8,0.4,-0.8,-1.1,-0.8,-64.9,-24.8,-4.9
9.1,3.8,0.4,-0.2,-0.2,-0.2,-65.7,-24.4,-5.4
9.2,3.9,0.3,-0.5,-0.4,-0.1,-65.7,-24.4,-5.4
9.2,3.8,0.3,-2.4,0.3,0.9,-64.9,-24.4,-4.2
9.1,3.8,0.3,-2.8,0.3,1.2,-64.9,-24.4,-4.2
9.2,3.8,0.3,-2.2,-0.7,1,-65.7,-24.8,-4.6
9.1,3.8,0.4,-1.4,0.4,0.8,-65.7,-24.8,-4.6
9.1,3.8,0.3,-0.6,0.1,0.7,-65.7,-24.4,-3.4
9.2,3.8,0.3,-1.1,-0.7,1,-65.7,-24.4,-3.4
9,3.8,0.4,-0.8,1.2,2.1,-65.2,-24,-4.2
9.1,4,0.4,-3.4,0.2,2.8,-65.2,-24,-4.2
9.3,3.8,0.3,-6.9,-1.1,3.6,-64.9,-24.4,-5.4
9.3,3.7,0.2,-6.3,0.6,3.6,-64.9,-24.4,-5.4
9.1,3.7,0.2,-3.4,2,2.9,-65.2,-24.4,-4.9
9.1,3.8,0.2,-0.4,0.4,1.1,-65.2,-24.4,-4.9
9.2,3.8,0.3,1.1,-0.3,0.4,-66.4,-23.7,-5.4
9.1,3.9,0.3,1.5,0.5,0.2,-66.4,-23.7,-5.4
9.1,3.9,0.3,-2.2,-0.4,0.9,-65.7,-24.4,-6.1
9.1,3.7,0.3,-3.6,-1.2,0.8,-65.7,-24.4,-6.1
9.2,3.8,0.3,-2.4,-1.4,0.6,-65.2,-24,-5.4
9,3.8,0.3,-1.2,-0.3,-0.1,-65.2,-24,-5.4
9,3.8,0.3,-0.6,-2.2,-1.5,-65.2,-23.7,-4.9
9.2,3.7,0.2,0.8,-1.1,-1.6,-65.2,-23.7,-4.9
9.1,3.7,0.4,1.6,0.1,-1.3,-64.9,-23.7,-5.4
9.1,3.8,0.4,-1.1,-2.2,-0.8,-64.9,-23.7,-5.4
9.3,3.7,0.3,-1.8,-2.4,-0.4,-64.9,-23.7,-4.9
9.3,3.6,0.3,0.2,-0.6,-0.2,-64.9,-23.7,-4.9
9.1,3.7,0.4,0.8,0.1,-0.2,-66.1,-23.7,-4.9
9.1,3.7,0.4,1.7,-0.7,-0.8,-66.1,-23.7,-4.9
9.1,3.7,0.4,2.5,-0.4,-0.7,-65.7,-23,-4.6
9.1,3.8,0.3,2.7,1,-0.4,-65.7,-23,-4.6
9,3.8,0.4,2.1,0.8,-0.2,-66.1,-23.2,-4.2
9.1,3.8,0.3,1.4,-0.8,-0.6,-66.1,-23.2,-4.2
9.3,3.8,0.3,0.8,-0.7,-0.5,-66.2,-23.7,-4.4
9.3,3.8,0.3,0.9,-0.1,-0.8,-66.2,-23.7,-4.4
9.2,3.8,0.3,0.5,-0.1,-0.7,-66.2,-23.2,-3.9
9.1,3.8,0.3,0.1,-0.6,-0.7,-66.2,-23.2,-3.9
9.2,3.8,0.3,0,-0.8,-0.4,-65.8,-24.4,-4.8
9.1,3.8,0.3,-0.7,-0.4,-0.1,-65.8,-24.4,-4.8
9.2,3.8,0.3,-0.4,0.1,-0.1,-65.4,-24.4,-5.1
9.1,3.8,0.3,0.9,0.4,-0.2,-65.4,-24.4,-5.1
9.1,3.8,0.3,1.7,0.1,-0.3,-65.8,-24,-5.1
9.1,3.8,0.3,1.4,0.3,0.2,-65.8,-24,-5.1
9.1,3.9,0.4,1.1,0.2,0.4,-64.9,-23.7,-6.2
9.2,3.9,0.3,0.7,0.3,0.4,-64.9,-23.7,-6.2
9,3.9,0.3,0.4,0.4,0.1,-65.2,-24,-4.4
9.1,3.9,0.3,0.3,0,-0.7,-65.2,-24,-4.4
9.1,3.9,0.3,0.6,0.4,-1,-66.1,-24,-3.2
9.1,3.9,0.3,0.8,0,-1.4,-66.1,-24,-3.2
9.2,3.9,0.2,-0.8,-0.9,-1.7,-66.1,-24,-3.2
9.1,3.9,0.2,-0.1,-0.2,-1.4,-64.9,-23.2,-3.9
9.1,3.9,0.2,0.8,-0.5,-1.8,-64.9,-23.2,-3.9
9.2,3.9,0.2,1.1,-0.6,-2.2,-65,-24.8,-4.8
9.1,3.9,0.2,1.2,-0.4,-2.1,-65,-24.8,-4.8
9.1,3.9,0.2,0.4,-1,-2,-66.2,-23.7,-5.6
9.1,3.8,0.2,0.6,-0.8,-1.8,-66.2,-23.7,-5.6
9.1,3.9,0.1,1.7,-0.8,-2.2,-65.7,-24,-5.1
9.2,3.9,0.2,1.3,-1.3,-2.2,-65.7,-24,-5.1
9.1,3.9,0.2,0.6,-0.9,-1.8,-65.7,-24.4,-4.8
9.1,3.8,0.2,0.4,-2.1,-1.9,-65.7,-24.4,-4.8
9.1,3.8,0.3,0.3,-2.1,-0.9,-65.2,-24.8,-4.8
9,3.9,0.3,-0.1,-1.7,-0.5,-65.2,-24.8,-4.8
9.2,4,0.3,-1.4,-2,-0.5,-65.2,-24.7,-3.9
9.1,3.9,0.3,-2.5,-1.8,0,-65.2,-24.7,-3.9
9.1,3.8,0.3,-0.7,-1.2,-0.8,-65.8,-25.2,-3.6
9.1,3.9,0.3,0.2,-1.1,-0.4,-65.8,-25.2,-3.6
9.1,3.8,0.3,0.2,-0.9,-0.5,-65.4,-25.2,-3.9
9.1,3.8,0.3,0.2,-0.7,-0.6,-65.4,-25.2,-3.9
9.1,3.9,0.3,-0.4,-0.2,0.2,-65,-25.2,-3.9
9.1,3.9,0.3,-0.2,0.1,0.3,-65,-25.2,-3.9
9.1,3.9,0.3,-0.9,-0.4,0.3,-66.2,-25.2,-4.4
9.1,3.9,0.3,-1.5,-0.2,0.7,-66.2,-25.2,-4.4
9.1,3.9,0.3,-1.1,-0.1,0.4,-65.4,-25.2,-3.9
9.1,3.9,0.2,-0.1,0.1,0.1,-65.4,-25.2,-3.9
9.1,3.9,0.2,1.1,0.6,-0.1,-65.4,-24.8,-4.4
9.2,3.9,0.2,0.7,0.1,0,-65.4,-24.8,-4.4
9.2,3.9,0.3,0.4,0.8,-0.1,-65.8,-24.8,-3.2
9,3.9,0.2,1.4,0.6,-0.5,-65.8,-24.8,-3.2
9.1,3.9,0.2,2.8,0.6,-1.1,-66.2,-24.8,-3.9
9,3.9,0.2,3,1.6,-1.2,-66.2,-24.8,-3.9
9.1,4,0.3,2.2,1.1,-1.2,-65,-25.1,-4.8
9.1,4,0.2,2.4,1.3,-1.4,-65,-25.1,-4.8
9.1,4,0.2,3.8,1.8,-1.9,-65.4,-25.5,-3.6
9.1,4,0.2,5.1,1.5,-2.3,-65.4,-25.5,-3.6
9.1,4.1,0.2,5.7,2.4,-2.8,-65.1,-24.8,-3.9
9,4.1,0.3,3,1.7,-3.3,-65.1,-24.8,-3.9
9.1,4,0.2,0.8,0.6,-3.2,-66.2,-24.8,-4.4
9.1,3.9,0.2,-0.9,0.6,-2.6,-66.2,-24.8,-4.4
9.1,3.8,0.1,-2.5,0.4,-1.4,-65,-25.4,-3.6
9.1,3.8,0.2,-3.9,-0.4,0.4,-65,-25.4,-3.6
9.1,3.8,0.1,-3.1,-0.8,1.7,-65,-25.5,-2.8
9.1,3.9,0.1,-2.1,-0.8,2.2,-65,-25.5,-2.8
9.1,3.8,0.1,-1.8,-0.7,2.2,-65.4,-26,-4.4
9,3.8,0.2,-0.9,-1.1,2,-65.4,-26,-4.4
9.1,3.8,0.3,-0.6,-2.1,1.8,-65.8,-25.5,-3.9
9.1,3.9,0.3,-0.2,-1.4,2.7,-65.8,-25.5,-3.9
9.1,4,0.3,-1.2,-1.2,3.2,-65,-25.2,-3.9
9.1,4,0.3,-2.3,-0.6,3.4,-65,-25.2,-3.9
9.1,4,0.3,-1.7,-0.6,3.1,-65.8,-25.5,-3.6
9.1,4.1,0.3,-0.8,-0.1,2.3,-65.8,-25.5,-3.6
9,4.1,0.3,-1.3,-0.5,2,-65,-25.2,-3.9
9.2,4.1,0.3,-2.1,-0.6,1.2,-65,-25.2,-3.9
9,4,0.3,-1.6,0.8,1.2,-65.8,-25.2,-4.4
9,4.1,0.3,-1.2,-0.2,-0.2,-65.8,-25.2,-4.4
9.1,4.1,0.3,-1,0.1,-0.8,-65.8,-24.8,-3.9
9.1,4,0.2,-0.9,0.9,-1.1,-65.8,-24.8,-3.9
9.1,4.1,0.3,-1.1,0.4,-1.7,-66.2,-24,-4.4
9.1,4,0.2,-1.4,0.2,-1.9,-66.2,-24,-4.4
9.1,3.9,0.3,-0.9,0.3,-2.4,-65.8,-24.9,-3.9
9.1,3.9,0.2,-0.6,-0.4,-3.1,-65.8,-24.9,-3.9
9.1,3.9,0.2,-0.4,0.3,-3.1,-65.8,-24.5,-3.9
9.1,3.8,0.2,-0.3,-0.2,-2.9,-65.8,-24.5,-3.9
9.1,3.8,0.2,-0.4,-0.4,-2.4,-64.2,-24.9,-3.7
9.1,3.7,0.2,-0.2,-0.2,-1.9,-64.2,-24.9,-3.7
9.1,3.8,0.3,-0.1,-0.1,-1.1,-65.8,-26,-3.7
9.1,3.8,0.3,-0.3,0.1,-0.5,-65.8,-26,-3.7
9.1,3.8,0.3,-0.3,-0.4,0.3,-65,-24.9,-4
9.1,3.8,0.3,-0.1,-0.1,0.8,-65,-24.9,-4
9.1,3.9,0.3,-0.6,0.4,1.6,-65,-25.2,-5.2
9.1,3.9,0.3,-0.7,0.2,1.6,-65,-25.2,-5.2
9.1,3.9,0.3,-0.7,0.3,1.8,-65,-24.9,-4
9.1,4,0.3,-0.6,0.3,1.7,-65,-24.9,-4
9.1,4,0.3,-0.9,0.1,1.8,-66.2,-24.1,-5.7
9.1,4,0.3,-1.3,0.3,1.7,-66.2,-24.1,-5.7
9.1,4,0.3,-1.5,0,1.4,-65.8,-25.2,-3.7
9.1,4,0.3,-1.4,0.2,0.9,-65.8,-25.2,-3.7
9.1,4.1,0.3,-1.2,-0.1,-0.2,-66.9,-24.1,-5.7
9.1,4,0.3,-2.2,0,-0.4,-66.9,-24.1,-5.7
9,3.9,0.3,-1.7,-0.1,-0.9,-65.8,-24.9,-4.9
9.1,3.9,0.3,-0.9,0.4,-1.2,-65.8,-24.9,-4.9
9.1,3.9,0.3,-0.8,0.8,-1.1,-65.4,-24.1,-5.7
9.1,3.9,0.3,-1.1,0.2,-1,-65.4,-24.1,-5.7
9.1,3.8,0.3,-0.8,0.2,-0.9,-65.4,-25.2,-4.9
9.1,3.8,0.3,-0.2,0.3,-0.8,-65.4,-25.2,-4.9
9.1,3.8,0.2,0.1,-0.5,-0.8,-65,-24.1,-4.5
9.1,3.8,0.2,-0.1,0.3,0,-65,-24.1,-4.5
9,3.8,0.3,0.2,0.2,0.1,-65,-24.5,-5.7
9.1,3.8,0.3,-0.4,-0.4,0.8,-65,-24.5,-5.7
9.1,3.8,0.3,-0.2,-0.1,1.1,-65.4,-24.5,-4
9.1,3.9,0.3,-0.1,0.1,1.2,-65.4,-24.5,-4
9.1,3.9,0.3,-0.4,-0.2,0.9,-65.4,-23.4,-4.5
9.1,3.9,0.3,0.4,-0.2,0.5,-65.4,-23.4,-4.5
9.1,4,0.3,0.9,0.2,0.2,-66.2,-24.5,-5.7
9.1,4,0.3,0.5,-0.2,-0.1,-66.2,-24.5,-5.7
9.1,4,0.3,0.3,-0.1,-0.2,-64.7,-24.5,-4.5
9.1,3.9,0.3,0.2,-0.1,-0.2,-64.7,-24.5,-4.5
9.1,3.9,0.3,0.2,0.1,0.1,-66.2,-24.1,-5.2
9.1,3.9,0.3,-0.3,0.1,0.4,-66.2,-24.1,-5.2
9.1,3.9,0.3,-0.6,-0.1,0.3,-65.4,-24.1,-4
9.1,3.9,0.2,-0.6,-0.2,0.6,-65.4,-24.1,-4
9.1,3.8,0.3,0.2,-0.2,0.5,-65.4,-24.5,-5.2
9.1,3.9,0.3,0.4,-0.6,0.8,-65.4,-24.5,-5.2
9.2,3.9,0.3,-0.7,-0.4,1.4,-64.7,-24.1,-4
9.1,3.8,0.4,-1.2,-0.1,1.8,-64.7,-24.1,-4
9.1,3.9,0.3,-0.4,-0.4,1.4,-64.7,-24.5,-4.9
9.1,3.9,0.3,-0.6,-0.1,1.6,-64.7,-24.5,-4.9
9.1,3.9,0.3,-0.8,0.2,1.6,-64.7,-24.5,-4.9
9.2,3.9,0.3,-0.6,0,1.3,-65.8,-25.2,-5.7
9.1,3.9,0.3,-0.6,0.1,1.1,-65.8,-25.2,-5.7
9.1,3.9,0.3,0,-0.2,0.6,-66.2,-24.6,-5.7
9.1,3.8,0.3,0.3,0,0.4,-66.2,-24.6,-5.7
9,3.8,0.3,0.2,0,0.4,-65.8,-23.9,-4
9.2,3.8,0.3,-0.1,-0.9,0.5,-65.8,-23.9,-4
9.2,3.8,0.3,0.2,-0.2,0.9,-66.2,-24.2,-5.7
9.2,3.8,0.3,0.7,0.3,1.2,-66.2,-24.2,-5.7
9.1,3.8,0.3,0.3,-0.1,1,-65.4,-24.2,-4.5
9.1,3.8,0.4,0.2,-0.2,0.9,-65.4,-24.2,-4.5
9.1,3.8,0.3,0.6,-0.2,0.9,-66.2,-24.6,-4.9
9.1,3.8,0.4,0.8,0.1,0.8,-66.2,-24.6,-4.9
9.1,3.8,0.3,0.8,0.3,0.7,-66.2,-24.6,-5.2
9.1,3.8,0.3,0.8,0.2,0.9,-66.2,-24.6,-5.2
9.1,3.8,0.3,0.8,-0.1,0.6,-65.4,-25,-4
9.1,3.8,0.3,1,-0.2,0.4,-65.4,-25,-4
9.1,3.8,0.3,0.7,-0.3,0.8,-65.8,-23.5,-6
9.1,3.8,0.3,0.6,0.2,0.8,-65.8,-23.5,-6
9.1,3.8,0.3,0.1,-0.6,0.6,-66.5,-24.2,-3.7
9.1,3.8,0.3,0.2,-0.3,0.6,-66.5,-24.2,-3.7
9.1,3.8,0.3,1.1,-0.5,0.1,-65.8,-24.2,-5.2
9.2,3.8,0.3,0.6,-1.1,0.1,-65.8,-24.2,-5.2
9.2,3.7,0.3,1.4,-0.1,0.2,-66.2,-23.9,-5.2
9.1,3.8,0.3,1.2,-0.4,0.1,-66.2,-23.9,-5.2
9.1,3.8,0.3,1.1,-0.2,0.2,-65.8,-23.5,-3.7
9.1,3.8,0.3,0.9,-0.1,0.2,-65.8,-23.5,-3.7
9.2,3.8,0.3,-0.2,-0.6,0.6,-66.2,-24.2,-4.5
9.2,3.8,0.3,-0.2,0.1,0.4,-66.2,-24.2,-4.5
9.2,3.8,0.3,0.8,-0.4,0.1,-65.8,-24.6,-4.9
9.2,3.9,0.3,0.9,-0.2,-0.2,-65.8,-24.6,-4.9
9.1,3.8,0.3,0.4,0,-0.4,-66.5,-24.2,-5.2
9.2,3.8,0.3,-0.2,-0.6,-0.2,-66.5,-24.2,-5.2
9.2,3.8,0.3,0.1,0.4,0,-66.5,-23.9,-5.2
9.1,3.9,0.3,0.1,0.3,0.1,-66.5,-23.9,-5.2
9.1,3.8,0.3,-0.8,-0.1,-0.2,-66.5,-24.2,-5.2
9.2,3.8,0.3,-0.3,0,-0.3,-66.5,-24.2,-5.2
9.2,3.8,0.3,0.1,0.1,-0.4,-66.2,-24.2,-5.2
9.2,3.8,0.3,-0.2,0.2,-0.2,-66.2,-24.2,-5.2
9.2,3.8,0.3,-0.5,0.1,-0.2,-66.2,-23.9,-5.7
9.2,3.8,0.3,-0.1,0.5,-0.1,-66.2,-23.9,-5.7
9.1,3.8,0.3,-0.3,0.5,0.2,-65.8,-24.2,-4.9
9.1,3.8,0.3,-0.6,0.6,0.1,-65.8,-24.2,-4.9
9.2,3.8,0.3,-0.8,0.6,0.2,-66.2,-24.2,-3.7
9.2,3.8,0.2,-0.5,0.8,0.3,-66.2,-24.2,-3.7
9.2,3.8,0.3,-0.8,0.8,0.5,-65.8,-24.6,-5.2
9.2,3.8,0.2,-0.8,0.4,0.2,-65.8,-24.6,-5.2
9.1,3.8,0.3,0.1,0.8,0.1,-66.5,-25,-5.2
9.1,3.8,0.3,0.1,0.3,-0.1,-66.5,-25,-5.2
9.2,3.8,0.3,-0.9,0.2,-0.1,-66.2,-24.2,-5.7
9.1,3.8,0.3,-0.2,0.9,-0.1,-66.2,-24.2,-5.7
9.1,3.8,0.3,0,0.2,-0.4,-65,-23.9,-4.9
9.2,3.8,0.3,0.2,0.4,-0.5,-65,-23.9,-4.9
9.1,3.8,0.3,0.7,0.8,-0.5,-65.8,-24.2,-4.5
9.2,3.8,0.3,-0.2,0.3,-0.2,-65.8,-24.2,-4.5
9.1,3.8,0.3,-0.3,0.5,-0.1,-65.4,-23.9,-6
9.2,3.8,0.3,0.4,0,-0.2,-65.4,-23.9,-6
9.1,3.8,0.4,0.1,0.8,-0.2,-65.8,-23.9,-5.7
9,3.8,0.3,0.1,0.5,-0.3,-65.8,-23.9,-5.7
9.2,3.8,0.3,-0.2,-0.2,-0.2,-65.8,-23.5,-6
9.1,3.8,0.3,-0.1,0.5,0.1,-65.8,-23.5,-6
9.1,3.8,0.3,-0.5,0.6,-0.1,-65.4,-24.2,-5.7
9.1,3.8,0.3,-0.4,0.4,-0.2,-65.4,-24.2,-5.7
9.1,3.8,0.4,0.4,0.3,-0.8,-65.4,-23.9,-5.2
9.1,3.8,0.3,0.6,0.2,-1.1,-65.4,-23.9,-5.2
9.1,3.8,0.3,0.6,0.1,-1.4,-65.8,-24.6,-4.9
9.1,3.8,0.3,0.6,0.1,-1.4,-65.8,-24.6,-4.9
9.1,3.8,0.4,0.6,0.5,-1.2,-65.4,-24.2,-4.9
9.1,3.8,0.3,0.6,0.2,-1.2,-65.4,-24.2,-4.9
9.1,3.8,0.4,0.2,0.1,-0.9,-65.8,-24.6,-5.7
9.1,3.8,0.3,0.1,0.1,-0.9,-65.8,-24.6,-5.7
9.2,3.8,0.3,0.3,0.2,-0.8,-66.2,-24.2,-6.9
9.1,3.8,0.3,0.3,0.4,-0.8,-66.2,-24.2,-6.9
9.1,3.9,0.3,0.1,-0.4,-1,-65.8,-24.2,-4.9
9.1,3.8,0.3,0.4,-0.1,-0.9,-65.8,-24.2,-4.9
9.1,3.8,0.3,1.2,-0.4,-1.2,-65.4,-25,-5.7
9.2,3.8,0.3,0.2,-0.9,-1,-65.4,-25,-5.7
9.1,3.8,0.4,0.4,-0.1,-0.6,-64.7,-23.9,-5.2
9.1,3.8,0.3,0.3,-1.1,-0.9,-64.7,-23.9,-5.2
9.2,3.8,0.3,0.4,-0.8,-0.9,-65.4,-24.2,-5.7
9.1,3.8,0.3,1.2,-0.1,-0.8,-65.4,-24.2,-5.7
9.1,3.9,0.3,0.3,-0.6,-0.5,-65.4,-25,-5.2
9.1,3.8,0.3,0.4,-0.5,-0.6,-65.4,-25,-5.2
9.1,3.8,0.3,1,-0.8,-0.6,-64.2,-25.4,-4.9
9.2,3.9,0.3,1.1,-0.1,-0.4,-64.2,-25.4,-4.9
9.1,3.8,0.4,0.6,-0.1,-0.4,-65,-24.2,-5.2
9.2,3.9,0.3,0.1,-1.1,-0.1,-65,-24.2,-5.2
9.1,3.9,0.3,0.6,0,-0.2,-65.4,-25,-4.9
9.1,3.9,0.3,0.3,-0.5,-0.1,-65.4,-25,-4.9
9.1,3.9,0.3,0.2,-0.2,-0.2,-64.2,-24.6,-4.5
9.1,3.9,0.3,0.9,0.1,-0.5,-64.2,-24.6,-4.5
9.1,3.9,0.3,1.1,0,-0.4,-65,-25,-4.9
9.1,3.9,0.3,0.8,-0.2,-0.5,-65,-25,-4.9
9.1,3.9,0.3,0.4,-0.1,-0.2,-65.8,-25.4,-4.9
9.2,3.9,0.3,-0.3,-0.1,-0.1,-65.8,-25.4,-4.9
9.2,3.9,0.3,-0.5,-0.1,-0.1,-65,-25,-5.2
9.1,3.8,0.2,0.6,-0.2,-0.2,-65,-25,-5.2
9.1,3.8,0.3,0.8,-0.2,-0.1,-65.4,-24.6,-4
9.1,3.8,0.3,0.7,-0.2,0.1,-65.4,-24.6,-4
9.2,3.8,0.3,0.2,-0.6,0.2,-65.4,-25,-4
9.2,3.8,0.3,0.2,0.1,0.6,-65.4,-25,-4
9.2,3.8,0.3,0.6,0.4,0.8,-65,-25.4,-4.9
9,3.8,0.3,0.6,0,0.9,-65,-25.4,-4.9
9.2,3.8,0.3,-0.3,-0.8,1.4,-65,-24.6,-4.5
9.2,3.9,0.3,-0.2,0.8,1.8,-65,-24.6,-4.5
9.1,3.9,0.3,0.1,0.4,1.3,-65,-24.6,-4.5
9.1,3.8,0.3,0.6,0,0.9,-65.8,-25.4,-4
9.1,3.9,0.3,1.2,0.6,0.9,-65.4,-24.6,-3.7
9.1,4,0.3,0.2,0.2,0.8,-65.4,-24.6,-3.7
9.1,3.9,0.3,-0.6,0.2,0.8,-64.7,-24.6,-4.5
9.1,3.8,0.2,0.7,0.2,0.2,-64.7,-24.6,-4.5
9.2,3.9,0.3,1.4,-0.1,0,-64.7,-24.6,-4.5
9,3.9,0.3,0.8,0.4,0,-65.4,-24.6,-5.2
9.1,3.9,0.3,-0.1,-0.8,-0.4,-65.4,-24.6,-5.2
9.1,3.9,0.2,-0.1,-0.4,-0.3,-65.8,-24.9,-4.9
9.1,3.9,0.3,0.3,-0.2,-0.5,-65.8,-24.9,-4.9
9.1,3.9,0.3,-0.2,-0.4,-0.5,-64.7,-24.1,-4.9
9.1,3.9,0.3,-0.8,-0.8,-0.6,-64.7,-24.1,-4.9
9.2,3.9,0.3,-0.4,-0.9,-0.9,-65,-23.8,-4
9.1,3.9,0.3,0.2,-0.7,-1.2,-65,-23.8,-4
9.1,3.9,0.3,0.2,-0.6,-1.8,-65.4,-23.8,-5.7
