"ch1","ch2","ch3","ch4","ch5","ch6","ch7","ch8","ch9"
-0.2,6.1,7.5,3.1,-1.4,2.6,1.2,-18.1,-64.7
-0.2,6.4,7.5,1.7,-2.3,2.9,1.2,-18.1,-64.7
-0.1,6.3,7.6,-2.9,-1.8,1.9,0.6,-18.1,-65
-0.2,6.2,7.7,-0.9,-0.6,0.8,1,-18.8,-65.8
-0.1,6,7.5,6,-0.6,0.4,1,-18.8,-65.8
-0.1,6.3,7.1,7.8,-3.1,2.1,1,-18.8,-65.8
0,6.3,7.2,-3.8,-2.9,2.8,-0.2,-18.4,-65.8
-0.1,5.8,7.3,-8.8,-1.9,3.2,-0.2,-18.4,-65.8
-0.1,6.1,7.3,5.7,-2.4,1.4,1,-19.2,-65
0,6.4,7.3,11.1,-4.1,1.1,1,-19.2,-65
0,6.4,7.3,4.6,-5.4,1.9,-0.5,-18.8,-65.4
-0.1,6,7.2,-2.9,-5.3,2.8,-0.5,-18.8,-65.4
0,6,7.2,-2.6,-6.2,2.9,-0.5,-19.6,-64.7
0.1,6.1,7.2,0.8,-6.7,3.1,-0.5,-19.6,-64.7
0.1,6.1,7.1,6.4,-6.9,2.4,-0.5,-19.2,-65.4
0.1,6.2,7.2,7.7,-9.2,4.2,-0.5,-19.2,-65.4
0.2,6.2,7.3,5.4,-9.8,4,0.2,-19.6,-64.6
0.2,5.9,6.9,7.4,-10.4,3.4,0.2,-19.6,-64.6
0.3,5.9,6.8,14.7,-12.6,2.6,-1.7,-19.6,-65.8
0.4,6.2,6.8,16.1,-14.1,3.3,-1.7,-19.6,-65.8
0.6,6.3,7,12.9,-14.7,5.2,-1.9,-19.9,-65.4
0.5,6.3,6.9,9.5,-14.9,5.8,-1.9,-19.9,-65.4
0.5,6.1,6.8,9.2,-16.8,5.3,-4.2,-21.4,-65.8
0.6,6.4,6.9,10.8,-17.9,5.6,-4.2,-21.4,-65.8
0.8,6.6,7,7.4,-18.1,6,-3.8,-21.4,-65.4
0.8,6.3,7,6.8,-17.1,7.5,-3.8,-21.4,-65.4
0.9,6.3,6.8,15.2,-17.8,7.3,-5.7,-22.5,-64.7
1.1,6.5,6.8,20.2,-18.6,8.8,-5.7,-22.5,-64.7
1.1,6.7,6.9,20,-19.9,10.1,-6.8,-23.6,-64.2
1.2,7.1,6.9,16.3,-20.2,10.5,-6.8,-23.6,-64.2
1.1,7,6.9,10.3,-20.5,11.4,-7.1,-24.7,-64.2
1.3,7,6.9,9.5,-19.9,10.9,-7.1,-24.7,-64.2
1.5,6.8,6.6,10.2,-20,11.7,-8.2,-25.5,-64.8
1.5,6.8,6.6,16.4,-19.7,12.2,-8.2,-25.5,-64.8
1.5,7.2,6.7,19.3,-20.2,11,-10.9,-27,-64.8
1.6,7.2,6.7,15.4,-20.9,10.7,-10.9,-27,-64.8
1.8,7.1,6.6,11.8,-21.4,10,-12,-26.9,-63.9
2,7.2,6.4,9.8,-21.5,10.4,-12,-26.9,-63.9
2,7,6.3,7.8,-22.4,10.6,-13.4,-28.1,-63.9
2.1,7,6.4,11.1,-22.9,11.2,-13.4,-28.1,-63.9
2.2,7.1,6.3,13.6,-21.8,10.9,-28,-19.2,-25.4
2.2,7,6.2,20.2,-20.2,11.9,-28,-19.2,-25.4
2.4,7,5.9,25.2,-20.4,12.5,-29.6,-19.2,-24.8
2.5,7.2,5.9,27.2,-19.7,14.8,-29.6,-19.2,-24.8
2.2,7.8,6.4,22.4,-19.8,17.9,-30.1,-20,-24.4
2.6,7.3,5.8,11.4,-22.1,17.4,-30.1,-20,-24.4
2.8,7.1,5.5,14.5,-21.9,20.1,-32.8,-21.5,-23.9
2.7,7.3,5.7,23.2,-22.9,23.4,-32.8,-21.5,-23.9
3,7.5,5.6,23.5,-23.1,24.3,-31.9,-22.8,-26.6
3,7.7,5.7,19.6,-22.4,22,-31.9,-22.8,-26.6
3.3,7.7,5.7,17.2,-22.6,19.7,-33.2,-22.9,-26.4
3.4,7.7,5.6,19,-21.8,18.8,-33.2,-22.9,-26.4
3.5,7.6,5.5,22.1,-20.3,19.6,-34.1,-25.8,-27
3.6,7.7,5.2,25.5,-19.3,17.6,-34.1,-25.8,-27
3.8,7.4,5.1,29.4,-19.2,17.2,-33.9,-27.7,-30.2
3.8,7.7,5.2,34.6,-19.6,16.8,-33.9,-27.7,-30.2
3.9,8,4.9,31.6,-20.3,18.1,-34.5,-28.6,-31
4,7.9,4.8,26.2,-19.1,20.2,-34.5,-28.6,-31
4,7.8,4.6,24.1,-19.2,20.2,-33.5,-32.2,-32.2
4.2,7.8,4.6,23,-19.6,20.2,-33.5,-32.2,-32.2
4.2,7.9,4.6,24,-19.2,21.5,-35.5,-33.9,-34.9
4.2,7.9,4.4,26.3,-20.1,24.1,-35.5,-33.9,-34.9
4.4,7.8,4.2,28.6,-20.7,20.9,-34.8,-35.2,-37.6
4.8,7.7,3.7,32.2,-21.9,22,-34.8,-35.2,-37.6
4.8,8,4,37.8,-20.3,22.7,-35.7,-36.1,-37.5
4.7,8.3,4,33.4,-19.8,24.1,-35.7,-36.1,-37.5
4.8,8.3,3.8,22.8,-18.2,24.1,-36,-38.1,-38.1
5,7.9,3.3,19.6,-17.9,24,-36,-38.1,-38.1
5.1,7.8,3.3,27.7,-16.8,24.3,-37,-39.8,-39.6
5.2,8.1,3.3,33.8,-17.2,25.3,-37,-39.8,-39.6
5.3,8.1,3.3,33.6,-17.8,23.8,-38.7,-40.2,-39.7
5.5,8,2.9,37.4,-17.8,24.9,-38.7,-40.2,-39.7
5.6,7.8,2.7,35.8,-16.9,25.2,-38.8,-42.5,-40.1
5.5,8.5,3.2,34.4,-17.1,27.6,-38.8,-42.5,-40.1
5.6,8.3,3,29,-14.6,31.4,-40,-41.1,-39.5
6.1,7.9,2.9,24.7,-12.8,30.7,-40,-41.1,-39.5
5.6,8.1,2.7,23.7,-10.5,32.4,-41.5,-44.6,-37.4
6.5,7.8,2.2,24.9,-11.9,23.1,-41.5,-44.6,-37.4
6.1,7.6,2.2,29.2,-9.8,29.2,-43.6,-44.5,-37.8
6.1,8.4,2.5,35.2,-6.8,25.2,-43.6,-44.5,-37.8
6.1,8.3,2.3,25.1,-6.6,23.5,-45.2,-44.6,-37.4
6.3,7.6,1.9,12.9,-6,21.2,-45.2,-44.6,-37.4
6.5,7.3,1.6,15.2,-5.1,19.2,-45.4,-46.9,-37.5
6.5,7.2,1.5,26,-4.2,21.1,-45.4,-46.9,-37.5
6.4,7.3,1.7,28.5,-4.8,21.2,-46.5,-47.1,-36.5
6.7,7.6,1.8,23.9,-4.8,21.2,-46.5,-47.1,-36.5
6.7,7.2,1.6,14.6,-4.2,22.4,-46.6,-46.2,-36.1
6.8,6.8,1.3,11.2,-2,23.3,-46.6,-46.2,-36.1
6.9,6.4,1.1,17.8,0.2,24.8,-47.6,-48.4,-35.7
6.9,6.9,1.2,29,-0.2,26.8,-47.6,-48.4,-35.7
7.1,7.3,1.3,24.9,-2.9,29.6,-48.2,-46.2,-34.9
7.1,7.3,1.3,10.9,-5.6,34.1,-48.2,-46.2,-34.9
7,7.2,1.2,4.5,-5.2,36,-49.5,-45.4,-33.6
7.1,7.1,1.2,5.9,-3.6,35,-49.5,-45.4,-33.6
7.3,7,1.1,10.8,-2.4,32.7,-51.7,-46.4,-32.7
7.4,7.1,1,23.6,1.7,29.3,-51.7,-46.4,-32.7
7.4,7.1,1,29.5,2.9,27.5,-52.6,-45.2,-33
7.3,7.4,1,31,3.1,25.5,-52.6,-45.2,-33
7.4,7.5,1,22.1,1.7,25.2,-54.2,-43.2,-30.1
7.5,7.3,0.9,-2.4,0.6,25.5,-54.2,-43.2,-30.1
7.5,7.4,1,-26,2.3,25.4,-54.8,-43.6,-30.6
7.2,6.4,1,-60.9,-1.4,29,-54.8,-43.6,-30.6
7.2,5.6,1,-53.8,-6.8,30.6,-55.2,-42.4,-32
7.8,5.4,0.9,-27.7,-11.8,28.4,-55.2,-42.4,-32
8.2,5.9,0.9,5.2,-11.7,26.7,-57.7,-38.9,-32.5
8.2,6.2,1.2,12.6,-8.6,23.5,-57.7,-38.9,-32.5
8.1,6.4,1.3,7.6,-5.8,21.5,-57.7,-38.9,-32.5
8,6.1,1.3,0.9,-7.1,19.6,-59.8,-37.8,-31.2
8.2,5.8,1.3,-1.2,-8.4,17.1,-59.8,-37.8,-31.2
8.2,5.8,1.2,1.1,-6.9,16.5,-60.2,-37.2,-31
8.1,5.8,1,2.8,-4.7,17,-60.2,-37.2,-31
8.2,5.6,1,0.8,-2.6,17.8,-61.5,-36.2,-31.1
8.3,5.9,1.3,-9,2.9,19.2,-61.5,-36.2,-31.1
8.1,6.1,1.3,-30.6,6.3,21.1,-62.7,-35.8,-32.2
7.8,5.3,1.1,-55.8,2.8,26.6,-62.7,-35.8,-32.2
8.2,4.1,0.6,-59.3,-6.4,28.1,-64.1,-34.8,-32.2
8.4,4,0.5,-38.2,-9,26.8,-64.1,-34.8,-32.2
8.8,4.5,0.9,-5.1,-7.2,23.3,-62.8,-31.9,-33
8.8,4.7,1.1,6.8,-3.5,22.9,-62.8,-31.9,-33
8.8,4.6,1.2,15.6,-1.1,21.5,-65.4,-29.5,-34.1
8.8,4.7,1.2,20.7,0.9,20.3,-65.4,-29.5,-34.1
8.7,4.8,1.2,23.9,2.4,20.2,-65.2,-28.9,-34.1
8.7,4.8,1.3,21.7,2.1,20.1,-65.2,-28.9,-34.1
8.8,4.7,1.4,15.8,1.6,20.3,-67.1,-27.9,-32.4
8.8,4.7,1.4,7.3,0.9,20.3,-67.1,-27.9,-32.4
8.9,4.7,1.4,-2.9,-1.3,23.5,-66,-27,-32.1
8.8,4.8,1.4,-9.7,0,20.5,-66,-27,-32.1
9,4.9,1.4,-19.9,-1.2,21.2,-67.4,-26.1,-32.6
9,4.1,1.1,-19.4,0.1,23.8,-67.4,-26.1,-32.6
8.5,4.5,1.4,-18.8,2.5,9.1,-68.2,-24.2,-32.2
8.9,4,1.2,-14.6,-0.6,11.7,-68.2,-24.2,-32.2
9.1,4,1.1,4.1,2.2,8.9,-68.8,-23.2,-32.2
8.9,4.3,1.2,11.4,3.9,8.1,-68.8,-23.2,-32.2
8.8,4.4,1.5,11.6,5.2,2.7,-69.5,-20.7,-33.1
8.9,4.2,1.5,8.8,4.9,3,-69.5,-20.7,-33.1
8.8,4.2,1.5,5.1,7.3,1.9,-69.1,-22.2,-34.9
8.7,4,1.4,2.6,6.7,3.2,-69.1,-22.2,-34.9
8.8,3.6,1.2,7,6.3,4.6,-69.2,-22.2,-33.7
8.8,3.7,1.2,13.2,6.9,5.1,-69.2,-22.2,-33.7
8.8,3.7,1.2,21.9,5.6,4.2,-68.6,-21.5,-34
9,4.1,1.2,22.8,5.2,4.2,-68.6,-21.5,-34
8.9,4.2,1.3,16.4,5.4,2.1,-69.2,-21.1,-33.7
8.9,3.9,1.2,12.9,3.8,1.2,-69.2,-21.1,-33.7
8.9,3.9,1.1,10.8,3,0.2,-69.1,-22.6,-34.4
9,3.8,1,10.2,3,-0.2,-69.1,-22.6,-34.4
9,3.6,1,11.4,2,0.3,-67.9,-23,-34.8
9,3.7,1.1,14.8,3.1,0.2,-67.9,-23,-34.8
8.8,3.8,1,13.5,2.8,1,-68.7,-23.2,-35
8.9,4.1,1,10.2,0,-0.3,-68.7,-23.2,-35
9,4,1.2,7.6,0.4,0.2,-68,-24,-34.2
8.8,3.7,1,8.2,-0.9,1.2,-68,-24,-34.2
9,3.8,1,12.2,-1,1.6,-68.4,-24.4,-34.7
8.9,4.1,1.1,11.5,0,2.1,-68.4,-24.4,-34.7
8.8,4,1.1,9.2,-1.7,1.7,-68.8,-24.2,-33.9
8.9,4.1,1.2,7,-2.4,0.2,-68.8,-24.2,-33.9
8.9,3.9,1.1,7.3,-2.4,-0.1,-68.4,-24.2,-34.4
8.9,3.9,1,14.2,-1.9,-2.3,-68.4,-24.2,-34.4
9,4.1,1.1,15.7,-1.2,-2.8,-68.8,-23.9,-33.2
8.9,4,1.1,13.1,-1.8,-3.5,-68.8,-23.9,-33.2
9,4.2,1.2,8.9,-2.1,-4.7,-68.4,-25.4,-32.7
9,4.2,1.2,-1.7,-2.5,-3.2,-68.4,-25.4,-32.7
8.9,3.9,1.1,-7.2,-2.4,-3.3,-68.4,-25.5,-33.6
8.9,3.6,1,-7.4,-2.4,-2,-68.4,-25.5,-33.6
9.1,3.6,1,-3.1,-0.9,-1.6,-68.8,-25.4,-33.2
9,3.7,1,2.1,1.8,-1.1,-68.8,-25.4,-33.2
8.9,3.9,1,1.4,1.2,0.4,-68.4,-24.7,-33.2
9,3.9,1,-0.3,0.9,-0.3,-68.4,-24.7,-33.2
8.9,3.9,1,-1.7,0.6,1.1,-68.8,-26.5,-32.7
8.9,3.7,0.8,-1.1,0.4,2.8,-68.8,-26.5,-32.7
9,3.8,0.9,1.8,0.8,2.4,-68,-26.1,-32.4
8.9,3.9,0.9,1.8,0.5,2.9,-68,-26.1,-32.4
8.9,3.9,0.9,0.6,-1.1,2.4,-69.5,-25.7,-34.4
8.9,4,0.8,-0.4,-1.4,1.9,-69.5,-25.7,-34.4
8.9,3.9,0.9,0,-1.2,1.9,-68,-26.1,-33.6
8.9,3.9,0.9,0.2,-1.2,1.8,-68,-26.1,-33.6
9,4,0.9,0.6,-1.2,1.3,-68.8,-25.2,-33.6
8.9,4,0.9,0.6,-1.4,0.6,-68.8,-25.2,-33.6
9,4,0.9,1.2,-2.1,-0.1,-68,-24.6,-33.2
9,4.1,1.1,3.1,-0.2,-1.5,-68,-24.6,-33.2
8.9,4.1,1.1,1.4,-0.6,-0.8,-68,-25.2,-32.8
9,3.9,1,-1.2,-1.1,-1.5,-68,-25.2,-32.8
9,3.9,1,0.4,-0.1,-1.2,-69.5,-25.6,-33.2
8.9,4,1,0.9,0.5,-2.2,-69.5,-25.6,-33.2
9,4,1,-1.1,0.3,-1.1,-68.8,-25.2,-33.2
8.8,4.2,1.2,-5.7,0.6,-1.2,-68.8,-25.2,-33.2
8.8,4.1,1.2,-12.9,-1.9,-1.2,-69.5,-25.2,-34
9.2,3.9,1,-17.8,-5.2,-1.4,-69.5,-25.2,-34
9.1,3.7,0.9,-12.9,-1.2,-2.1,-68.8,-25,-32.4
9,3.5,0.8,-1.6,2.4,0.2,-68.8,-25,-32.4
9,3.8,0.9,4.5,3.6,-0.1,-69.2,-26,-31.6
8.8,4,1.1,2.4,3,-0.2,-69.2,-26,-31.6
8.9,3.9,1,-1.2,1.4,-0.6,-68.5,-25.2,-33.2
8.9,3.8,0.9,-2.8,1.2,-0.6,-68.5,-25.2,-33.2
8.9,3.8,0.9,-0.6,1.6,-0.6,-68.8,-25,-32.8
9,3.9,0.9,1.5,1.4,-0.2,-68.8,-25,-32.8
8.9,4,0.9,0.1,0.5,-0.9,-68.9,-25,-34
8.9,4,0.9,-1.1,-0.9,-0.9,-68.9,-25,-34
9,3.9,0.9,-1.6,-1.2,-0.8,-68.9,-25,-34
8.9,4,1,-1.9,-1.6,-1.2,-68.9,-25,-34
8.8,4,1,-3.1,-2,-1.4,-68.9,-24.6,-34.4
8.9,4,1,-3.4,-2.4,-2.6,-68.9,-24.6,-34.4
8.9,3.9,1,-3.1,-2.1,-2.7,-68.4,-25.2,-32.4
9,3.8,1,-0.9,-0.7,-2.6,-68.4,-25.2,-32.4
8.9,4,1.1,0.6,-0.3,-2.2,-69.2,-24.6,-33.2
8.9,4,1,0.5,-0.2,-1.8,-69.2,-24.6,-33.2
8.9,3.9,1,0.1,-0.2,-2,-68.5,-25,-32.8
9,3.9,1.1,0.4,0.6,-1.6,-68.5,-25,-32.8
8.9,3.9,1,1.1,0.6,-1.6,-67.8,-24.6,-33.2
8.9,4,1,0.6,0.2,-1.8,-67.8,-24.6,-33.2
8.9,3.9,1.1,-0.9,-0.2,-1.4,-68.1,-24.6,-33.2
8.9,3.9,1,0.1,0.4,-0.6,-68.1,-24.6,-33.2
8.9,3.9,1,0.9,0.6,0.2,-69.2,-25,-32.8
8.8,3.9,1,-0.4,0.2,1,-69.2,-25,-32.8
9,3.9,1,-0.4,0.5,1,-67.7,-25.6,-33.2
8.9,3.9,0.9,0.8,0.9,1.4,-67.7,-25.6,-33.2
8.9,4,1,1.6,0.4,1.4,-67.7,-25.6,-33.2
8.9,4,0.9,-0.4,0,1.4,-68.4,-26,-34.4
8.9,3.9,1,-2,-0.5,1.2,-68.4,-26,-34.4
8.9,3.9,1,-0.7,-0.3,1,-68.8,-25.6,-33.6
8.9,4,1,1.1,-0.4,1.2,-68.8,-25.6,-33.6
8.9,4,1,0.5,-0.4,1.3,-68.8,-25,-33.2
8.9,3.9,1,0.1,-0.6,1.1,-68.8,-25,-33.2
8.9,4,0.9,0.9,-0.5,1.2,-68.4,-24.6,-34.4
8.9,4,0.9,1.1,-0.6,0.7,-68.4,-24.6,-34.4
8.9,4,1,0.8,-0.6,0.6,-69.5,-25.2,-33.2
8.9,4,1,0.5,-0.6,0.5,-69.5,-25.2,-33.2
9,3.9,1,-0.8,-1,0.6,-69.2,-25.2,-33.2
8.8,3.9,1,-0.2,-0.7,0.2,-69.2,-25.2,-33.2
8.9,4,1,1.1,-0.8,-0.4,-69.2,-25.2,-33.2
9,3.9,1,0.6,-0.3,-0.6,-69.2,-25.2,-33.2
8.9,3.9,1.1,0.5,0.4,0.1,-68,-25.2,-33.2
9,3.9,1,0.8,0.4,0.4,-68,-25.2,-33.2
8.9,4,1,0.8,0.2,0,-68,-25.2,-33.2
9,4,1,0.3,0.2,-0.2,-68,-25.2,-33.2
9.1,3.9,1,1.1,0.9,-0.2,-68.8,-25,-32.4
8.9,3.9,1,0.8,0.9,-0.1,-68.8,-25,-32.4
8.9,3.9,1,0.3,0.6,0.1,-68.8,-25.6,-34.4
8.9,3.9,1,0.8,0.9,0.5,-68.8,-25.6,-34.4
8.9,3.9,1,1.1,0.4,0.5,-68,-25.6,-34.4
8.9,3.9,1,0,-0.3,0.6,-68,-25.6,-34.4
8.9,3.9,1,-0.7,-0.1,0.3,-68.8,-25.2,-33.2
9,3.9,1,-0.9,0.4,0.7,-68.8,-25.2,-33.2
8.9,3.9,1,1.1,0.6,0.6,-68.8,-25,-33.6
8.9,4,1.1,1.4,0.4,0.1,-68.8,-25,-33.6
8.9,4,1.1,-0.2,-0.1,0.1,-68.4,-26.4,-32.4
8.9,3.9,1,-0.9,0.3,0.2,-68.4,-26.4,-32.4
8.9,3.9,1,1,1,0.4,-68.4,-25,-32.8
8.9,3.9,1,1.5,0.9,0.6,-68.4,-25,-32.8
8.9,4.1,1,-0.2,0.4,0.2,-68.8,-24.6,-33.6
9,3.9,1,-1.6,-0.3,1.1,-68.8,-24.6,-33.6
9,3.9,1,-0.4,0.6,0.3,-68.5,-26.4,-33.6
9,4,1.1,0.1,0.4,0.9,-68.5,-26.4,-33.6
8.9,4,1,0.1,0.6,-0.4,-69.2,-25.2,-34.4
8.9,4,1.1,-1.2,0.1,-0.6,-69.2,-25.2,-34.4
8.9,3.9,1,-1,-0.2,-0.3,-68.9,-24.6,-34.4
8.9,3.9,1,0.6,0.5,-0.6,-68.9,-24.6,-34.4
8.9,3.9,1.1,0.1,1.3,-0.1,-68.1,-24.6,-33.2
8.9,3.9,1.1,0.8,0.8,-0.9,-68.1,-24.6,-33.2
8.9,4,1,-0.9,0.3,-0.4,-67.8,-24.6,-33.6
8.9,3.9,1,-1.4,-0.1,-1,-67.8,-24.6,-33.6
8.9,3.9,1,0.1,0.2,-0.9,-67.8,-25,-34.4
9,4,1,0.1,0.6,-0.6,-67.8,-25,-34.4
8.9,3.9,1.1,-0.6,0.2,-0.7,-68.9,-25.2,-32.8
8.8,3.8,0.9,0.3,-0.9,-1.1,-68.9,-25.2,-32.8
8.9,3.9,1,0.4,-0.8,-0.9,-68.5,-25.2,-34.4
8.9,3.9,1,0.1,-1.1,-0.2,-68.5,-25.2,-34.4
8.9,3.9,1,0.2,-1.2,-0.1,-68.5,-25.6,-33.2
8.8,4,1,-0.5,-1.7,0.1,-68.5,-25.6,-33.2
8.9,4,1,-1.2,-1.9,-0.1,-68.5,-25.2,-33.2
8.9,4,1,-1.4,-2.2,-0.1,-68.5,-25.2,-33.2
9,3.9,1,-1.1,-2.6,-0.2,-69.2,-25,-32.4
9,4,0.9,-0.1,-2,-0.7,-69.2,-25,-32.4
9,4,0.9,0.6,-1.6,-1.2,-69.2,-25.2,-32.8
8.9,3.9,0.9,0.2,-2.1,-0.3,-69.2,-25.2,-32.8
8.9,3.9,1,-0.1,-1.9,-0.5,-68.9,-25,-33.2
8.9,4,1,0.4,-1.6,-0.6,-68.9,-25,-33.2
8.9,3.9,1,-0.6,-1.9,0.5,-68.9,-25.2,-33.6
9,4,0.9,0.2,-2.2,0.2,-68.9,-25.2,-33.6
9,4,1,0.4,-1.6,0.3,-68.8,-25,-32.8
8.9,3.9,0.9,0.9,-2,0.1,-68.8,-25,-32.8
9,4,0.9,0.2,-2.3,-1.1,-69.5,-25,-32
8.9,4,1,-1.2,-1.1,-0.9,-69.5,-25,-32
8.9,4,1,-1.7,-1.7,-0.8,-68.5,-25.6,-32
9,3.9,1,0.5,-1.6,-0.6,-68.5,-25.6,-32
9,4,1,2.8,-0.4,-0.5,-68.9,-25.2,-32.8
9,4.1,1,1,-0.1,-0.1,-68.9,-25.2,-32.8
9,4,0.9,-2.6,-0.4,0.1,-70,-25,-32
9,3.9,0.9,-1.4,0.5,-1,-70,-25,-32
9,4,1,1,0.6,-1.3,-68.9,-25.6,-32
8.9,3.9,0.9,2.1,1.1,-1.3,-68.9,-25.6,-32
8.9,4,0.9,1.6,0.7,-1.3,-67.8,-25.2,-32
8.9,4.1,0.8,0.4,0.8,-1.1,-67.8,-25.2,-32
8.9,4,0.9,-1.3,0.7,-0.4,-68.5,-26,-32
8.9,3.9,0.9,-0.8,0.3,-0.7,-68.5,-26,-32
8.9,4,0.9,1,0.4,-0.6,-68.9,-25.2,-32.8
8.9,4.1,0.9,2.6,-0.1,-0.9,-68.9,-25.2,-32.8
8.9,4.1,0.9,1.4,-0.3,-0.5,-68.5,-25.2,-34
8.9,4,0.8,-0.9,-1.2,0.1,-68.5,-25.2,-34
8.9,4,0.8,-0.9,-1.1,-0.2,-69.2,-26,-32.8
9,4,0.9,-0.1,-0.4,-0.6,-69.2,-26,-32.8
8.9,4,0.9,-0.3,-1.1,0.4,-68.9,-26,-33.2
8.9,4,0.9,0.6,-1.1,-0.4,-68.9,-26,-33.2
8.9,4,0.9,0.5,-1.2,-0.1,-69.6,-25.6,-32.4
8.9,4.1,0.9,-1.1,-1.3,0.2,-69.6,-25.6,-32.4
9,4,0.9,-1.3,-1.2,0.3,-68.9,-25.6,-30.8
8.9,4,0.9,-0.9,-0.9,0.7,-68.9,-25.6,-30.8
8.9,4,0.9,0.1,-0.9,-0.1,-68.9,-25.6,-34
8.9,4.1,0.9,0,-1.6,0,-68.9,-25.6,-34
9,4.1,1,-0.6,-1.6,-0.1,-68.9,-25,-32
8.9,3.9,1.1,-1.8,-0.7,0.3,-68.9,-25,-32
8.8,3.9,0.9,-1.2,-0.8,0.5,-69.2,-25.6,-32.4
8.9,4.1,0.9,1.2,-0.1,-0.9,-69.2,-25.6,-32.4
8.9,4,0.9,0.4,-0.6,-0.6,-68.1,-25.6,-32
9,4.1,0.9,-0.8,-0.2,-0.6,-68.1,-25.6,-32
8.9,4,0.9,-2.3,0.2,0.2,-68.5,-25.6,-32.4
9,3.9,0.8,-1.2,-0.1,0.3,-68.5,-25.6,-32.4
9,4,0.8,0.6,0.5,-0.2,-68.5,-24.6,-33.2
8.9,4.1,0.9,-0.4,0.1,-0.4,-68.5,-24.6,-33.2
8.9,4,0.9,-2.6,-1.3,-0.1,-68.5,-24.6,-33.2
8.9,3.9,0.9,-1.5,0,-0.6,-69.2,-25.2,-32.4
8.8,4,0.9,0.1,0.6,-0.6,-68.9,-25,-32
8.9,4,0.9,-0.4,-0.1,0.2,-68.9,-25,-32
8.9,4,0.9,-0.5,-0.1,-0.2,-68.9,-25.2,-32.8
8.9,4.1,0.8,-1.2,-0.3,0,-68.9,-25.2,-32.8
8.9,4,0.9,-0.6,0.3,0.3,-68.9,-25.2,-32.8
9,4,0.9,1.5,1.4,0.2,-68.5,-25.6,-32.8
8.9,4,1,2,2.1,0.6,-68.5,-25.6,-32.8
8.9,4.1,0.9,0.1,0.4,-0.2,-68.5,-25.6,-31.6
8.9,4.1,0.9,-0.9,-0.5,0.1,-68.5,-25.6,-31.6
8.9,4,0.9,-1.2,-0.8,-0.4,-68.9,-25,-31.2
8.9,4,0.9,-0.8,-0.9,-0.8,-68.9,-25,-31.2
8.9,4,0.9,-0.9,0.1,-1.1,-68.9,-25.2,-32.4
8.9,3.9,0.8,-0.6,-0.2,-0.8,-68.9,-25.2,-32.4
8.9,4,0.9,1.4,-0.1,-1.4,-69.6,-25.6,-32
8.9,4.1,0.9,0.8,0,-1.6,-69.6,-25.6,-32
9,4,0.9,-2.2,-0.8,-0.1,-69.6,-25.6,-33.2
8.9,3.9,0.9,-0.9,-0.2,-0.8,-69.6,-25.6,-33.2
8.9,4,0.9,1.5,-1,-1.4,-69.6,-24.6,-33.6
8.9,4.1,0.9,0.6,-1.1,-1.6,-69.6,-24.6,-33.6
8.9,4,0.9,-1.1,-1.2,-1.3,-68.5,-25.6,-34
9,4.1,0.9,-1.6,-1.5,-1.2,-68.5,-25.6,-34
9,3.9,0.8,-0.9,-0.6,-0.4,-69.5,-25.6,-33.6
8.9,4,0.8,1.4,0.1,-0.2,-69.5,-25.6,-33.6
9,4.1,0.9,1.8,-0.4,-0.5,-69.9,-26,-32.8
8.8,4,0.9,0.1,-0.9,-1.1,-69.9,-26,-32.8
8.9,4,0.9,-0.1,-1.9,-1.6,-69.9,-26,-31.6
8.9,4.1,0.9,-0.4,-1.9,-1.3,-69.9,-26,-31.6
8.9,4,0.9,-0.6,-1,-0.8,-68.5,-26.4,-32.4
8.9,4,0.8,0.1,-0.9,-0.6,-68.5,-26.4,-32.4
8.9,4,0.8,2.9,-0.2,-0.7,-68.5,-26.8,-32.8
8.9,4,0.9,1.8,-0.4,-1.1,-68.5,-26.8,-32.8
9,4,0.9,0.9,-1.1,-0.8,-68.4,-26,-32
8.9,3.9,0.9,1.2,-0.6,-0.9,-68.4,-26,-32
8.9,4,0.9,1.1,-0.5,-0.2,-68.8,-26.4,-31.2
9,4,0.9,0.2,-0.5,0.8,-68.8,-26.4,-31.2
8.9,4,0.9,-0.3,0.2,1.1,-70,-25.6,-30.4
8.9,3.9,0.9,0.9,-0.2,1.5,-70,-25.6,-30.4
8.9,4.1,0.9,0.8,0.1,1.2,-68.5,-26.4,-32
8.9,4.1,0.9,-0.3,-0.4,1.6,-68.5,-26.4,-32
8.9,4.1,0.8,-0.4,0.2,1.5,-68.9,-27.5,-32.4
8.9,4.1,0.8,0.1,0.3,1.6,-68.9,-27.5,-32.4
8.8,4,0.8,0.8,-0.4,1.2,-69.2,-26.8,-32.4
9,4.1,0.8,0.9,-0.5,0.5,-69.2,-26.8,-32.4
8.8,4.1,0.8,0.4,-0.3,0.6,-68.9,-26,-32
8.9,4.1,0.8,1.3,-0.8,-0.1,-68.9,-26,-32
8.9,4.1,0.8,1,0.2,-0.1,-69.2,-26,-31.6
8.8,4.1,0.9,0.1,-0.2,0.1,-69.2,-26,-31.6
9,4.1,0.8,0.5,-0.7,0.1,-70,-26.4,-32
9,4.1,0.8,0.2,-0.1,-0.2,-70,-26.4,-32
8.9,4,0.8,0.1,-0.6,-0.7,-69.2,-26.4,-31.2
9,4.1,0.8,0.8,0,-0.6,-69.2,-26.4,-31.2
8.8,4,0.8,0.9,0.4,-0.2,-68.5,-25.6,-32.8
